ticket_id,customer_id,ticket_type,message,sentiment,status,created_at
TICK-001883,CUST-00171,policy_question,Do premium members get extended return windows?,neutral,open,2025-07-09T00:00:00
TICK-001884,CUST-00566,return_request,Can I get a prepaid return label for this order?,neutral,open,2025-08-23T11:00:00
TICK-001885,CUST-00180,return_request,"Wrong size arrived, can I exchange it instead of a full return?",negative,open,2025-06-15T04:00:00
TICK-001886,CUST-00592,order_inquiry,My package was supposed to arrive 5 days ago and I still haven't received it.,neutral,resolved,2025-05-06T21:00:00
TICK-001887,CUST-00816,retention_risk,"I've been a loyal customer for years and this keeps happening, I'm losing patience.",negative,resolved,2025-09-14T20:00:00
TICK-001888,CUST-00858,order_inquiry,Is there a delay on my shipment? It's been quiet since it left the facility.,neutral,open,2025-05-06T14:00:00
TICK-001889,CUST-00008,return_request,"This arrived damaged, the box was crushed and the product inside is cracked.",neutral,resolved,2025-08-29T12:00:00
TICK-001890,CUST-00981,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,open,2025-01-13T14:00:00
TICK-001891,CUST-00300,policy_question,What is your refund policy for items damaged in shipping?,neutral,open,2025-07-06T12:00:00
TICK-001892,CUST-00645,retention_risk,"Every order this month has had some issue, what's going on?",very_negative,resolved,2025-03-05T03:00:00
TICK-001893,CUST-00777,order_inquiry,The tracking page hasn't changed since it left the warehouse.,negative,open,2025-03-28T11:00:00
TICK-001894,CUST-00146,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,resolved,2025-04-18T08:00:00
TICK-001895,CUST-00711,order_inquiry,My delivery window passed yesterday and there's no update.,neutral,resolved,2025-09-09T07:00:00
TICK-001896,CUST-00303,return_request,"The product stopped working after two uses, I want to return it.",negative,resolved,2025-08-19T22:00:00
TICK-001897,CUST-00609,order_inquiry,The tracking page hasn't changed since it left the warehouse.,neutral,open,2025-03-17T16:00:00
TICK-001898,CUST-00578,order_inquiry,I placed this order almost 7 days ago. Is it still in transit?,neutral,resolved,2025-06-07T22:00:00
TICK-001899,CUST-00313,order_inquiry,My delivery window passed yesterday and there's no update.,neutral,resolved,2025-05-31T04:00:00
TICK-001900,CUST-00623,return_request,"I'd like to send this back, it's been 4 days since delivery, is that still within the window?",negative,resolved,2025-05-12T20:00:00
TICK-001901,CUST-00311,order_inquiry,I placed this order almost 14 days ago. Is it still in transit?,neutral,open,2025-05-13T11:00:00
TICK-001902,CUST-00416,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",negative,open,2025-06-26T20:00:00
TICK-001903,CUST-00536,order_inquiry,Checking in on ORD-002575 — no movement on tracking for almost a week.,neutral,resolved,2025-09-06T20:00:00
TICK-001904,CUST-00180,order_inquiry,Checking in on ORD-003949 — no movement on tracking for almost a week.,neutral,resolved,2025-01-08T21:00:00
TICK-001905,CUST-00231,escalation,I want to speak to someone who can actually make a decision on this.,very_negative,open,2025-04-25T04:00:00
TICK-001906,CUST-00666,order_inquiry,"Order ORD-006466 shows 'processing' for 3 days now, is that normal?",neutral,resolved,2025-09-13T14:00:00
TICK-001907,CUST-00861,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",negative,open,2025-07-06T21:00:00
TICK-001908,CUST-00102,order_inquiry,My delivery window passed yesterday and there's no update.,neutral,open,2025-05-19T17:00:00
TICK-001909,CUST-00760,escalation,I've been patient but this needs to go to someone higher up now.,negative,open,2025-08-17T18:00:00
TICK-001910,CUST-00263,policy_question,Do premium members get extended return windows?,neutral,open,2025-04-27T22:00:00
TICK-001911,CUST-00624,retention_risk,If order ORD-000330 is late again I'm done ordering from here.,very_negative,resolved,2025-02-16T23:00:00
TICK-001912,CUST-00928,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,neutral,resolved,2025-02-01T06:00:00
TICK-001913,CUST-00780,order_inquiry,Is there a delay on my shipment? It's been quiet since it left the facility.,negative,resolved,2025-08-26T03:00:00
TICK-001914,CUST-00327,policy_question,What is your refund policy for items damaged in shipping?,neutral,open,2025-09-02T03:00:00
TICK-001915,CUST-00203,policy_question,What counts as eligible for a late-delivery refund?,neutral,open,2025-09-07T09:00:00
TICK-001916,CUST-00441,retention_risk,"Thinking about closing my account, can you give me a reason not to?",negative,resolved,2025-04-10T18:00:00
TICK-001917,CUST-00774,return_request,"This isn't what was pictured on the product page, requesting a return.",negative,open,2025-05-09T13:00:00
TICK-001918,CUST-00647,retention_risk,"I'm one bad experience away from cancelling, just being honest.",negative,resolved,2025-09-17T15:00:00
TICK-001919,CUST-00271,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,resolved,2025-05-21T21:00:00
TICK-001920,CUST-00641,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,very_negative,open,2025-04-04T15:00:00
TICK-001921,CUST-00508,order_inquiry,Checking in on ORD-003855 — no movement on tracking for almost a week.,neutral,open,2025-02-03T13:00:00
TICK-001922,CUST-00948,retention_risk,Honestly considering switching to a different service after this experience.,very_negative,resolved,2025-04-04T06:00:00
TICK-001923,CUST-00219,return_request,"Wrong size arrived, can I exchange it instead of a full return?",negative,resolved,2025-06-13T16:00:00
TICK-001924,CUST-00950,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,open,2025-06-15T05:00:00
TICK-001925,CUST-00805,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,open,2025-03-22T10:00:00
TICK-001926,CUST-00670,escalation,"This has gone on too long, please escalate this to a supervisor.",very_negative,resolved,2025-04-28T08:00:00
TICK-001927,CUST-00380,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,resolved,2025-06-20T23:00:00
TICK-001928,CUST-00461,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,resolved,2025-07-21T13:00:00
TICK-001929,CUST-00057,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,resolved,2025-03-13T14:00:00
TICK-001930,CUST-00722,return_request,"The item I got in order ORD-006706 isn't what I ordered, I need a replacement or refund.",neutral,open,2025-05-12T09:00:00
TICK-001931,CUST-00438,return_request,"The item I got in order ORD-002637 isn't what I ordered, I need a replacement or refund.",negative,resolved,2025-04-13T06:00:00
TICK-001932,CUST-00877,retention_risk,"I'm one bad experience away from cancelling, just being honest.",very_negative,open,2025-02-08T07:00:00
TICK-001933,CUST-00482,order_inquiry,"Order ORD-003930 shows 'processing' for 14 days now, is that normal?",neutral,resolved,2025-09-07T07:00:00
TICK-001934,CUST-00601,order_inquiry,Is there a delay on my shipment? It's been quiet since it left the facility.,neutral,open,2025-02-21T01:00:00
TICK-001935,CUST-00551,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,very_negative,resolved,2025-05-26T03:00:00
TICK-001936,CUST-00794,policy_question,"My order arrived 7 days ago but it's damaged, can I still get a refund?",neutral,open,2025-03-19T18:00:00
TICK-001937,CUST-00091,order_inquiry,I placed this order almost 12 days ago. Is it still in transit?,neutral,open,2025-06-17T18:00:00
TICK-001938,CUST-00571,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,very_negative,open,2025-03-13T02:00:00
TICK-001939,CUST-00981,return_request,"The product stopped working after two uses, I want to return it.",negative,resolved,2025-04-20T05:00:00
TICK-001940,CUST-00472,policy_question,Do premium members get extended return windows?,neutral,resolved,2025-04-12T21:00:00
TICK-001941,CUST-00262,escalation,I want to speak to someone who can actually make a decision on this.,negative,open,2025-03-03T20:00:00
TICK-001942,CUST-00826,policy_question,Can I return an item I opened but didn't use?,neutral,open,2025-01-31T16:00:00
TICK-001943,CUST-00448,policy_question,How long does a refund actually take to process once approved?,neutral,resolved,2025-09-09T09:00:00
TICK-001944,CUST-00753,retention_risk,Honestly considering switching to a different service after this experience.,negative,open,2025-02-27T17:00:00
TICK-001945,CUST-00872,order_inquiry,Checking in on ORD-006933 — no movement on tracking for almost a week.,neutral,resolved,2025-04-08T02:00:00
TICK-001946,CUST-00838,return_request,Can I get a prepaid return label for this order?,negative,resolved,2025-08-20T23:00:00
TICK-001947,CUST-00187,order_inquiry,Where is order ORD-000599? It's later than the estimate I was given.,negative,resolved,2025-08-21T16:00:00
TICK-001948,CUST-00911,return_request,Can I get a prepaid return label for this order?,neutral,resolved,2025-05-31T00:00:00
TICK-001949,CUST-00020,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,negative,open,2025-06-15T13:00:00
TICK-001950,CUST-00691,order_inquiry,I placed this order almost 14 days ago. Is it still in transit?,neutral,resolved,2025-04-13T18:00:00
TICK-001951,CUST-00889,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",negative,open,2025-03-17T06:00:00
TICK-001952,CUST-00547,policy_question,"My order arrived 2 days ago but it's damaged, can I still get a refund?",neutral,open,2025-06-28T02:00:00
TICK-001953,CUST-00951,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,open,2025-04-14T09:00:00
TICK-001954,CUST-00239,order_inquiry,The tracking page hasn't changed since it left the warehouse.,neutral,resolved,2025-01-14T04:00:00
TICK-001955,CUST-00855,return_request,Item from ORD-001009 arrived defective right out of the box.,negative,open,2025-08-16T23:00:00
TICK-001956,CUST-00390,return_request,"Wrong size arrived, can I exchange it instead of a full return?",neutral,resolved,2025-08-13T12:00:00
TICK-001957,CUST-00605,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,open,2025-03-31T16:00:00
TICK-001958,CUST-00529,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",negative,open,2025-04-18T03:00:00
TICK-001959,CUST-00620,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",very_negative,resolved,2025-08-01T06:00:00
TICK-001960,CUST-00819,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,negative,resolved,2025-09-02T08:00:00
TICK-001961,CUST-00017,policy_question,What counts as eligible for a late-delivery refund?,neutral,resolved,2025-08-04T12:00:00
TICK-001962,CUST-00364,escalation,"I've contacted support three times about this and nobody has resolved it, I need a manager.",very_negative,resolved,2025-02-03T13:00:00
TICK-001963,CUST-00308,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",negative,open,2025-07-19T15:00:00
TICK-001964,CUST-00748,order_inquiry,The tracking page hasn't changed since it left the warehouse.,negative,resolved,2025-01-24T04:00:00
TICK-001965,CUST-00010,return_request,"I'd like to send this back, it's been 14 days since delivery, is that still within the window?",neutral,open,2025-03-13T22:00:00
TICK-001966,CUST-00063,policy_question,What is your refund policy for items damaged in shipping?,neutral,resolved,2025-07-10T19:00:00
TICK-001967,CUST-00430,policy_question,How long do I have to return an item after delivery?,neutral,open,2025-03-19T23:00:00
TICK-001968,CUST-00901,return_request,"I'd like to send this back, it's been 7 days since delivery, is that still within the window?",neutral,open,2025-01-16T15:00:00
TICK-001969,CUST-00641,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,resolved,2025-06-14T00:00:00
TICK-001970,CUST-00030,return_request,"The product stopped working after two uses, I want to return it.",negative,open,2025-03-15T13:00:00
TICK-001971,CUST-00781,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",negative,open,2025-03-22T03:00:00
TICK-001972,CUST-00430,order_inquiry,I placed this order almost 3 days ago. Is it still in transit?,neutral,open,2025-09-01T14:00:00
TICK-001973,CUST-00920,escalation,I've been patient but this needs to go to someone higher up now.,very_negative,open,2025-01-01T09:00:00
TICK-001974,CUST-00132,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,resolved,2025-02-19T15:00:00
TICK-001975,CUST-00201,policy_question,How long does a refund actually take to process once approved?,neutral,open,2025-03-08T04:00:00
TICK-001976,CUST-00762,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,neutral,resolved,2025-05-25T19:00:00
TICK-001977,CUST-00190,order_inquiry,I placed this order almost 6 days ago. Is it still in transit?,negative,resolved,2025-06-18T22:00:00
TICK-001978,CUST-00605,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",very_negative,open,2025-06-17T13:00:00
TICK-001979,CUST-00594,policy_question,How long do I have to return an item after delivery?,neutral,resolved,2025-01-25T06:00:00
TICK-001980,CUST-00147,escalation,"I've contacted support three times about this and nobody has resolved it, I need a manager.",negative,open,2025-03-24T12:00:00
TICK-001981,CUST-00493,policy_question,How long does a refund actually take to process once approved?,neutral,resolved,2025-04-07T20:00:00
TICK-001982,CUST-00416,return_request,"This isn't what was pictured on the product page, requesting a return.",negative,open,2025-08-21T19:00:00
TICK-001983,CUST-00121,order_inquiry,The courier app says delivered but nothing showed up at my door.,negative,resolved,2025-06-22T10:00:00
TICK-001984,CUST-00350,escalation,"This is regarding order ORD-002092, I've been going back and forth for a week with no resolution.",very_negative,resolved,2025-02-19T21:00:00
TICK-001985,CUST-00270,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",neutral,resolved,2025-08-07T20:00:00
TICK-001986,CUST-00097,order_inquiry,Checking in on ORD-001035 — no movement on tracking for almost a week.,neutral,resolved,2025-02-26T03:00:00
TICK-001987,CUST-00130,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,very_negative,resolved,2025-08-20T13:00:00
TICK-001988,CUST-00990,retention_risk,Honestly considering switching to a different service after this experience.,negative,resolved,2025-04-10T04:00:00
TICK-001989,CUST-00795,return_request,"Wrong size arrived, can I exchange it instead of a full return?",neutral,open,2025-07-01T16:00:00
TICK-001990,CUST-00881,retention_risk,If order ORD-004612 is late again I'm done ordering from here.,negative,resolved,2025-04-28T22:00:00
TICK-001991,CUST-00171,escalation,"I'm not satisfied with the previous response, please escalate.",very_negative,open,2025-02-21T21:00:00
TICK-001992,CUST-00880,order_inquiry,My delivery window passed yesterday and there's no update.,negative,open,2025-03-19T17:00:00
TICK-001993,CUST-00435,escalation,"I'm not satisfied with the previous response, please escalate.",negative,resolved,2025-01-26T12:00:00
TICK-001994,CUST-00432,order_inquiry,Checking in on ORD-007963 — no movement on tracking for almost a week.,neutral,resolved,2025-06-14T04:00:00
TICK-001995,CUST-00077,return_request,"Requesting a return on ORD-000003, the item doesn't match the listing photos.",negative,resolved,2025-04-17T23:00:00
TICK-001996,CUST-00061,retention_risk,Honestly considering switching to a different service after this experience.,very_negative,open,2025-03-15T15:00:00
TICK-001997,CUST-00401,return_request,"Wrong size arrived, can I exchange it instead of a full return?",neutral,resolved,2025-07-20T18:00:00
TICK-001998,CUST-00232,order_inquiry,Where is order ORD-000578? It's later than the estimate I was given.,neutral,open,2025-07-25T03:00:00
TICK-001999,CUST-00968,return_request,"This isn't what was pictured on the product page, requesting a return.",neutral,open,2025-08-16T04:00:00
TICK-002000,CUST-00012,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",negative,resolved,2025-02-22T20:00:00
TICK-002001,CUST-00677,retention_risk,"I've been a loyal customer for years and this keeps happening, I'm losing patience.",very_negative,resolved,2025-03-05T17:00:00
TICK-002002,CUST-00073,return_request,Item from ORD-001259 arrived defective right out of the box.,negative,resolved,2025-01-21T12:00:00
TICK-002003,CUST-00642,return_request,"Requesting a return on ORD-000925, the item doesn't match the listing photos.",negative,resolved,2025-03-28T22:00:00
TICK-002004,CUST-00777,retention_risk,"I'm one bad experience away from cancelling, just being honest.",very_negative,open,2025-02-22T02:00:00
TICK-002005,CUST-00983,escalation,"I'm not satisfied with the previous response, please escalate.",very_negative,open,2025-09-11T22:00:00
TICK-002006,CUST-00059,escalation,"This has gone on too long, please escalate this to a supervisor.",negative,resolved,2025-05-22T08:00:00
TICK-002007,CUST-00430,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",very_negative,resolved,2025-02-12T00:00:00
TICK-002008,CUST-00249,order_inquiry,The courier app says delivered but nothing showed up at my door.,negative,resolved,2025-04-24T18:00:00
TICK-002009,CUST-00107,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,resolved,2025-07-15T01:00:00
TICK-002010,CUST-00859,retention_risk,"Thinking about closing my account, can you give me a reason not to?",negative,open,2025-03-02T07:00:00
TICK-002011,CUST-00432,policy_question,How long does a refund actually take to process once approved?,neutral,open,2025-06-27T20:00:00
TICK-002012,CUST-00885,return_request,Item from ORD-004697 arrived defective right out of the box.,neutral,resolved,2025-08-10T21:00:00
TICK-002013,CUST-00186,escalation,"This is regarding order ORD-004645, I've been going back and forth for a week with no resolution.",negative,resolved,2025-02-20T09:00:00
TICK-002014,CUST-00030,escalation,I've been patient but this needs to go to someone higher up now.,very_negative,resolved,2025-07-03T21:00:00
TICK-002015,CUST-00284,policy_question,Do premium members get extended return windows?,neutral,open,2025-06-16T14:00:00
TICK-002016,CUST-00788,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,negative,open,2025-06-14T23:00:00
TICK-002017,CUST-00800,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,resolved,2025-02-15T10:00:00
TICK-002018,CUST-00758,policy_question,Are digital or downloadable products ever returnable?,neutral,resolved,2025-06-06T03:00:00
TICK-002019,CUST-00655,escalation,"I've contacted support three times about this and nobody has resolved it, I need a manager.",very_negative,resolved,2025-09-12T20:00:00
TICK-002020,CUST-00208,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,resolved,2025-06-29T10:00:00
TICK-002021,CUST-00773,return_request,"The product stopped working after two uses, I want to return it.",neutral,open,2025-06-15T00:00:00
TICK-002022,CUST-00318,order_inquiry,Is there a delay on my shipment? It's been quiet since it left the facility.,negative,resolved,2025-04-02T12:00:00
TICK-002023,CUST-00204,retention_risk,Honestly considering switching to a different service after this experience.,negative,open,2025-07-27T08:00:00
TICK-002024,CUST-00363,order_inquiry,Where is order ORD-004365? It's later than the estimate I was given.,neutral,open,2025-07-17T03:00:00
TICK-002025,CUST-00584,return_request,"Requesting a return on ORD-005026, the item doesn't match the listing photos.",neutral,resolved,2025-04-26T14:00:00
TICK-002026,CUST-00562,return_request,"Wrong size arrived, can I exchange it instead of a full return?",neutral,resolved,2025-01-14T15:00:00
TICK-002027,CUST-00897,order_inquiry,"Order ORD-001794 shows 'processing' for 5 days now, is that normal?",neutral,resolved,2025-04-21T04:00:00
TICK-002028,CUST-00879,order_inquiry,I placed this order almost 2 days ago. Is it still in transit?,negative,resolved,2025-08-13T13:00:00
TICK-002029,CUST-00197,retention_risk,"Thinking about closing my account, can you give me a reason not to?",very_negative,open,2025-07-24T20:00:00
TICK-002030,CUST-00765,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,very_negative,resolved,2025-05-15T13:00:00
TICK-002031,CUST-00328,policy_question,Do premium members get extended return windows?,neutral,open,2025-03-10T10:00:00
TICK-002032,CUST-00815,return_request,"Wrong size arrived, can I exchange it instead of a full return?",neutral,open,2025-09-17T22:00:00
TICK-002033,CUST-00108,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,resolved,2025-04-25T14:00:00
TICK-002034,CUST-00634,order_inquiry,My package was supposed to arrive 10 days ago and I still haven't received it.,neutral,resolved,2025-08-12T02:00:00
TICK-002035,CUST-00574,escalation,"This is regarding order ORD-000182, I've been going back and forth for a week with no resolution.",very_negative,open,2025-06-27T15:00:00
TICK-002036,CUST-00699,return_request,"I'd like to send this back, it's been 3 days since delivery, is that still within the window?",negative,open,2025-05-22T18:00:00
TICK-002037,CUST-00503,order_inquiry,"Order ORD-000226 shows 'processing' for 14 days now, is that normal?",neutral,open,2025-07-22T06:00:00
TICK-002038,CUST-00552,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,very_negative,resolved,2025-04-30T18:00:00
TICK-002039,CUST-00969,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",negative,open,2025-06-11T00:00:00
TICK-002040,CUST-00730,escalation,"I've contacted support three times about this and nobody has resolved it, I need a manager.",very_negative,open,2025-02-06T19:00:00
TICK-002041,CUST-00748,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,open,2025-05-08T19:00:00
TICK-002042,CUST-00031,return_request,"I'd like to send this back, it's been 4 days since delivery, is that still within the window?",negative,open,2025-06-19T02:00:00
TICK-002043,CUST-00588,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",negative,resolved,2025-07-28T12:00:00
TICK-002044,CUST-00352,retention_risk,If order ORD-006941 is late again I'm done ordering from here.,negative,open,2025-06-09T11:00:00
TICK-002045,CUST-00901,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,resolved,2025-02-16T05:00:00
TICK-002046,CUST-00360,order_inquiry,I placed this order almost 5 days ago. Is it still in transit?,negative,open,2025-06-23T14:00:00
TICK-002047,CUST-00264,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",neutral,open,2025-01-31T21:00:00
TICK-002048,CUST-00002,policy_question,How long do I have to return an item after delivery?,neutral,open,2025-06-17T12:00:00
TICK-002049,CUST-00577,policy_question,How long does a refund actually take to process once approved?,neutral,open,2025-03-30T06:00:00
TICK-002050,CUST-00187,retention_risk,"I'm one bad experience away from cancelling, just being honest.",negative,resolved,2025-02-19T21:00:00
TICK-002051,CUST-00384,escalation,"I'm not satisfied with the previous response, please escalate.",negative,resolved,2025-04-01T16:00:00
TICK-002052,CUST-00032,order_inquiry,The courier app says delivered but nothing showed up at my door.,negative,open,2025-03-03T09:00:00
TICK-002053,CUST-00358,escalation,"I've contacted support three times about this and nobody has resolved it, I need a manager.",negative,open,2025-02-21T15:00:00
TICK-002054,CUST-00943,order_inquiry,Can someone tell me what's happening with order ORD-005024?,neutral,resolved,2025-07-19T14:00:00
TICK-002055,CUST-00568,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",negative,resolved,2025-05-07T11:00:00
TICK-002056,CUST-00193,order_inquiry,The courier app says delivered but nothing showed up at my door.,neutral,open,2025-07-03T01:00:00
TICK-002057,CUST-00831,escalation,"This has gone on too long, please escalate this to a supervisor.",negative,open,2025-06-14T16:00:00
TICK-002058,CUST-00535,retention_risk,"Every order this month has had some issue, what's going on?",very_negative,open,2025-05-25T10:00:00
TICK-002059,CUST-00967,order_inquiry,I placed this order almost 6 days ago. Is it still in transit?,negative,resolved,2025-07-26T13:00:00
TICK-002060,CUST-00025,policy_question,What counts as eligible for a late-delivery refund?,neutral,open,2025-06-14T17:00:00
TICK-002061,CUST-00314,policy_question,Can I return an item I opened but didn't use?,neutral,resolved,2025-01-29T16:00:00
TICK-002062,CUST-00970,return_request,"Wrong size arrived, can I exchange it instead of a full return?",neutral,resolved,2025-03-30T20:00:00
TICK-002063,CUST-00548,policy_question,What is your refund policy for items damaged in shipping?,neutral,open,2025-06-05T12:00:00
TICK-002064,CUST-00844,order_inquiry,Checking in on ORD-000430 — no movement on tracking for almost a week.,negative,resolved,2025-09-18T16:00:00
TICK-002065,CUST-00380,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",neutral,open,2025-02-20T14:00:00
TICK-002066,CUST-00328,escalation,"This is regarding order ORD-005837, I've been going back and forth for a week with no resolution.",negative,open,2025-09-11T06:00:00
TICK-002067,CUST-00016,retention_risk,"Thinking about closing my account, can you give me a reason not to?",negative,resolved,2025-04-16T22:00:00
TICK-002068,CUST-00005,order_inquiry,The tracking page hasn't changed since it left the warehouse.,neutral,resolved,2025-04-01T12:00:00
TICK-002069,CUST-00940,return_request,"The product stopped working after two uses, I want to return it.",negative,open,2025-03-21T04:00:00
TICK-002070,CUST-00685,retention_risk,"Thinking about closing my account, can you give me a reason not to?",very_negative,resolved,2025-06-08T06:00:00
TICK-002071,CUST-00755,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",very_negative,resolved,2025-01-06T13:00:00
TICK-002072,CUST-00285,return_request,Can I get a prepaid return label for this order?,neutral,resolved,2025-05-10T19:00:00
TICK-002073,CUST-00713,order_inquiry,"Order ORD-003240 shows 'processing' for 2 days now, is that normal?",neutral,open,2025-04-25T02:00:00
TICK-002074,CUST-00163,retention_risk,Honestly considering switching to a different service after this experience.,very_negative,open,2025-04-04T17:00:00
TICK-002075,CUST-00979,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,resolved,2025-05-27T09:00:00
TICK-002076,CUST-00780,return_request,"Requesting a return on ORD-000889, the item doesn't match the listing photos.",neutral,resolved,2025-04-14T02:00:00
TICK-002077,CUST-00206,retention_risk,"I'm one bad experience away from cancelling, just being honest.",negative,open,2025-08-29T15:00:00
TICK-002078,CUST-00854,order_inquiry,I placed this order almost 2 days ago. Is it still in transit?,neutral,open,2025-02-12T22:00:00
TICK-002079,CUST-00447,return_request,"Wrong size arrived, can I exchange it instead of a full return?",negative,resolved,2025-03-15T14:00:00
TICK-002080,CUST-00679,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",negative,open,2025-06-12T01:00:00
TICK-002081,CUST-00881,retention_risk,If order ORD-002797 is late again I'm done ordering from here.,very_negative,open,2025-06-29T14:00:00
TICK-002082,CUST-00058,order_inquiry,My delivery window passed yesterday and there's no update.,neutral,resolved,2025-03-20T09:00:00
TICK-002083,CUST-00189,policy_question,Do premium members get extended return windows?,neutral,resolved,2025-08-13T00:00:00
TICK-002084,CUST-00864,return_request,"This arrived damaged, the box was crushed and the product inside is cracked.",neutral,resolved,2025-03-24T04:00:00
TICK-002085,CUST-00059,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",negative,open,2025-07-29T16:00:00
TICK-002086,CUST-00738,policy_question,How long does a refund actually take to process once approved?,neutral,resolved,2025-07-09T01:00:00
TICK-002087,CUST-00701,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,neutral,open,2025-07-15T00:00:00
TICK-002088,CUST-00788,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,negative,open,2025-01-19T18:00:00
TICK-002089,CUST-00665,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",very_negative,resolved,2025-05-25T21:00:00
TICK-002090,CUST-00933,retention_risk,"I'm one bad experience away from cancelling, just being honest.",negative,resolved,2025-05-09T11:00:00
TICK-002091,CUST-00466,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",very_negative,open,2025-08-21T17:00:00
TICK-002092,CUST-00148,return_request,"Wrong size arrived, can I exchange it instead of a full return?",negative,open,2025-07-18T08:00:00
TICK-002093,CUST-00758,return_request,"The product stopped working after two uses, I want to return it.",neutral,resolved,2025-06-03T04:00:00
TICK-002094,CUST-00728,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",negative,open,2025-07-25T04:00:00
TICK-002095,CUST-00214,return_request,"The product stopped working after two uses, I want to return it.",negative,resolved,2025-08-02T14:00:00
TICK-002096,CUST-00398,return_request,Item from ORD-007802 arrived defective right out of the box.,negative,resolved,2025-06-22T10:00:00
TICK-002097,CUST-00543,retention_risk,If order ORD-005926 is late again I'm done ordering from here.,negative,open,2025-04-22T22:00:00
TICK-002098,CUST-00373,order_inquiry,I placed this order almost 14 days ago. Is it still in transit?,neutral,resolved,2025-07-11T20:00:00
TICK-002099,CUST-00145,policy_question,Can I return an item I opened but didn't use?,neutral,open,2025-08-20T09:00:00
TICK-002100,CUST-00891,escalation,I've been patient but this needs to go to someone higher up now.,very_negative,open,2025-04-13T06:00:00
TICK-002101,CUST-00676,policy_question,How long do I have to return an item after delivery?,neutral,resolved,2025-04-03T14:00:00
TICK-002102,CUST-00582,order_inquiry,I placed this order almost 8 days ago. Is it still in transit?,negative,open,2025-05-20T23:00:00
TICK-002103,CUST-00412,retention_risk,If order ORD-005254 is late again I'm done ordering from here.,negative,open,2025-07-30T10:00:00
TICK-002104,CUST-00781,policy_question,How long do I have to return an item after delivery?,neutral,resolved,2025-01-19T21:00:00
TICK-002105,CUST-00088,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,neutral,open,2025-01-28T10:00:00
TICK-002106,CUST-00954,return_request,"The product stopped working after two uses, I want to return it.",negative,open,2025-03-19T06:00:00
TICK-002107,CUST-00639,policy_question,"My order arrived 7 days ago but it's damaged, can I still get a refund?",neutral,resolved,2025-09-01T10:00:00
